                  objname , objtype ,     de2000 ,     al2000 ,        v ,      e_v ,     vopt ,   e_vopt ,     vrad ,   e_vrad ,     bt ,   e_bt ,  type ,  bar ,  ring ,  multiple , compactness ,     t ,   e_t ,   logd25 , e_logd25 ,   logr25 , e_logr25 ,     pa ,   incl ,    logdc ,    btc ,    itc ,   ubtc ,   bvtc ,   m21c ,    hic ,   mabs , agnclass ,     kt ,  e_kt ,     it ,   e_it ,     ut ,     vt ,   mfir ,  e_ut ,  e_vt ,</strong>
  PGC020827                   , G       ,   -5.92967 ,    7.36969 ,     1616 ,        9 ,     1528 ,       60 ,     1617 ,        7 ,        ,        , Sb    ,      ,       , M         ,             ,   3.0 ,   0.5 ,     1.18 ,     0.10 ,     0.87 ,     0.07 ,   99.7 ,   90.0 ,     1.24 ,        ,        ,        ,        ,  15.35 ,        ,        ,          ,  9.051 , 0.034 ,        ,        ,        ,        ,  12.83 ,       ,       ,
  UGC03820                    , G       ,   17.28684 ,    7.37223 ,     2530 ,        1 ,     2530 ,        1 ,     2531 ,        4 ,  15.02 ,   0.32 , Sc    ,      ,       ,           ,             ,   5.7 ,   0.6 ,     1.18 ,     0.03 ,     0.63 ,     0.03 ,   99.4 ,   81.5 ,     1.19 ,  13.64 ,  12.71 ,        ,        ,  14.39 ,   0.75 , -19.30 ,          , 10.466 , 0.059 ,  12.84 ,   0.10 ,        ,        ,  12.79 ,       ,       ,
  ESO428-025                  , G       ,  -32.09291 ,    7.38149 ,     2267 ,        8 ,          ,          ,     2267 ,        8 ,  15.60 ,   0.20 , Sbc   ,      ,       ,           ,             ,   3.9 ,   2.1 ,     1.02 ,     0.07 ,     0.47 ,     0.05 ,   26.4 ,   75.5 ,     1.06 ,  14.22 ,  13.89 ,        ,        ,  16.36 ,   2.15 , -18.12 ,          ,  11.98 , 0.714 ,  14.17 ,   0.08 ,        ,        ,        ,       ,       ,
  PGC020882                   , G       ,   58.09675 ,    7.38451 ,     3203 ,       10 ,     3203 ,       10 ,          ,          ,  15.59 ,   0.65 , E     ,      ,       , M         , C           ,  -4.3 ,   1.8 ,     0.94 ,     0.15 ,     0.28 ,     0.07 ,  140.0 ,   90.0 ,     0.96 ,  15.28 ,        ,        ,        ,        ,        , -18.16 ,          , 10.937 , 0.241 ,        ,        ,        ,        ,        ,       ,       ,
  PGC020885                   , G       ,    2.76579 ,    7.38551 ,     1562 ,       27 ,     1562 ,       27 ,          ,          ,  15.27 ,   0.41 , E     ,      ,       ,           , C           ,  -5.0 ,   1.4 ,     0.81 ,     0.31 ,     0.12 ,     0.14 ,  145.0 ,   61.5 ,     0.88 ,  14.77 ,        ,        ,        ,        ,        , -16.87 ,          , 10.909 , 0.028 ,        ,        ,        ,        ,        ,       ,       ,
  UGC03830                    , G       ,    2.61584 ,    7.39182 ,     1361 ,        8 ,     1329 ,       39 ,     1363 ,        8 ,  15.03 ,   0.32 , SBcd  , B    ,       ,           ,             ,   6.9 ,   0.8 ,     1.09 ,     0.07 ,     0.45 ,     0.05 ,  114.4 ,   71.5 ,     1.12 ,  13.72 ,        ,        ,        ,  16.72 ,   3.00 , -17.17 ,          , 10.028 , 0.061 ,        ,        ,        ,        ,  12.27 ,       ,       ,
  ESO428-028                  , G       ,  -30.05101 ,    7.39406 ,     2256 ,       10 ,     2374 ,       38 ,     2255 ,        4 ,  14.56 ,   0.20 , Sc    ,      ,       ,           ,             ,   5.4 ,   0.8 ,     1.42 ,     0.03 ,     0.86 ,     0.03 ,   60.1 ,   90.0 ,     1.48 ,  12.17 ,  11.74 ,        ,        ,  14.53 ,   2.36 , -20.25 ,          ,  9.162 ,  0.02 ,  12.17 ,   0.67 ,        ,        ,  11.07 ,       ,       ,
  ESO428-029                  , G       ,  -29.65242 ,    7.39500 ,     1960 ,        3 ,     1953 ,       38 ,     1960 ,        4 ,  13.45 ,   0.20 , SABb  , B    ,       ,           ,             ,   3.1 ,   0.6 ,     1.25 ,     0.03 ,     0.10 ,     0.02 ,  161.9 ,   37.9 ,     1.35 ,  12.13 ,  10.55 ,        ,        ,  14.48 ,   2.35 , -19.88 ,          ,  8.663 , 0.092 ,  11.06 ,   0.34 ,        ,        ,  11.69 ,       ,       ,
  NGC2377                     , G       ,   -9.65926 ,    7.41578 ,     2455 ,        4 ,     2398 ,       36 ,     2456 ,        3 ,  13.51 ,   0.30 , Sc    ,      ,       ,           ,             ,   4.9 ,   0.5 ,     1.21 ,     0.03 ,     0.16 ,     0.03 ,    2.9 ,   47.5 ,     1.34 ,  11.74 ,  10.40 ,  -0.19 ,   0.47 ,  13.55 ,   1.81 , -20.88 , H2       ,  9.042 , 0.054 ,  11.05 ,   0.08 , 13.586 , 14.556 ,  10.72 , 0.298 , 0.644 ,
  ESO428-031                  , G       ,  -32.49903 ,    7.41710 ,     1916 ,        7 ,     1844 ,       34 ,     1918 ,        4 ,  14.51 ,   0.20 , Sc    ,      ,       ,           ,             ,   5.9 ,   0.5 ,     1.33 ,     0.05 ,     0.73 ,     0.05 ,   79.9 ,   87.2 ,     1.40 ,  12.24 ,  12.21 ,        ,        ,  14.49 ,   2.25 , -19.68 ,          , 10.094 , 0.082 ,  12.66 ,   0.52 ,        ,        ,  12.36 ,       ,       ,
  PGC020958                   , G       ,   58.15393 ,    7.41572 ,     3264 ,       20 ,     3264 ,       20 ,          ,          ,  15.77 ,   0.50 , S?    ,      , R     ,           ,             ,   5.0 ,   5.0 ,     0.80 ,     0.07 ,     0.04 ,     0.03 ,        ,   24.8 ,     0.83 ,  15.41 ,        ,        ,        ,        ,        , -18.08 ,          , 12.055 , 0.128 ,        ,        ,        ,        ,        ,       ,       ,
  ESO428-032                  , G       ,  -30.40461 ,    7.42796 ,     2161 ,        3 ,     2138 ,       41 ,     2161 ,        4 ,  13.31 ,   0.20 , SBc   , B    ,       ,           ,             ,   5.0 ,   0.4 ,     1.24 ,     0.03 ,     0.08 ,     0.03 ,        ,   33.7 ,     1.34 ,  12.03 ,  11.10 ,        ,        ,  13.72 ,   1.69 , -20.22 ,          ,  9.644 , 0.107 ,  11.60 ,   0.07 ,        ,        ,  11.90 ,       ,       ,
  ESO428-033                  , G       ,  -30.91828 ,    7.43038 ,     1728 ,        3 ,          ,          ,     1728 ,        3 ,  16.86 ,   0.18 , Sbc   ,      ,       ,           ,             ,   4.2 ,   3.0 ,     0.66 ,     0.07 ,     0.29 ,     0.03 ,  124.7 ,   62.1 ,     0.76 ,  15.24 ,  15.70 ,        ,        ,  14.65 ,  -0.59 , -16.45 ,          ,        ,       ,  16.20 ,   0.07 ,        ,  16.13 ,        ,       ,   0.1 ,
  UGC03844                    , G       ,   43.29635 ,    7.44317 ,     3131 ,        2 ,     3131 ,        2 ,          ,          ,  14.19 ,   0.25 , E     ,      ,       , M         ,             ,  -4.8 ,   0.8 ,     1.32 ,     0.04 ,     0.21 ,     0.02 ,    3.7 ,   90.0 ,     1.36 ,  13.86 ,  12.30 ,        ,        ,        ,        , -19.50 ,          ,  9.735 , 0.068 ,  12.43 ,   0.05 , 15.793 ,        ,        , 0.073 ,       ,
  PGC021028                   , G       ,   -7.54750 ,    7.44824 ,     2487 ,        5 ,    12189 ,       60 ,     2487 ,        5 ,  14.49 ,   0.50 , Sc    ,      ,       ,           ,             ,   5.0 ,   2.1 ,     1.08 ,     0.05 ,     0.09 ,     0.03 ,  177.0 ,   35.8 ,     1.18 ,  13.26 ,  11.91 ,        ,        ,  15.01 ,   1.75 , -19.95 ,          ,  9.946 ,  0.06 ,  12.38 ,   0.07 ,        ,        ,  13.29 ,       ,       ,
  ESO428-037                  , G       ,  -31.59873 ,    7.50511 ,     2085 ,        4 ,     2034 ,       46 ,     2085 ,        4 ,  14.21 ,   0.20 , Sb    ,      ,       ,           ,             ,   3.0 ,   0.6 ,     1.25 ,     0.05 ,     0.33 ,     0.04 ,   77.7 ,   65.9 ,     1.36 ,  12.38 ,  11.96 ,        ,        ,  14.12 ,   1.74 , -19.78 ,          ,   9.57 , 0.099 ,  12.55 ,   0.08 ,        ,        ,  12.37 ,       ,       ,
  UGC03895                    , G       ,    0.05337 ,    7.52317 ,     1456 ,        4 ,          ,          ,     1456 ,        4 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,   9.8 ,   0.5 ,     0.95 ,     0.04 ,     0.23 ,     0.02 ,        ,   63.5 ,     1.00 ,  15.95 ,  14.42 ,        ,        ,  16.30 ,   0.35 , -15.50 ,          ,        ,       ,  14.69 ,   0.08 ,        ,        ,        ,       ,       ,
  ESO429-001                  , G       ,  -31.79765 ,    7.53346 ,     2118 ,        4 ,     2118 ,        7 ,     2118 ,        7 ,        ,        , Sbc   ,      ,       ,           ,             ,   3.9 ,   2.1 ,     1.04 ,     0.14 ,     0.59 ,     0.10 ,  127.0 ,   83.0 ,     1.19 ,        ,  13.28 ,        ,        ,  15.61 ,        ,        ,          , 11.036 ,  0.08 ,  14.07 ,   0.09 ,        ,        ,        ,       ,       ,
  UGC03878                    , G       ,   72.90869 ,    7.53977 ,     3036 ,        4 ,     3034 ,       60 ,     3036 ,        6 ,  16.00 ,   0.50 , Sd    ,      ,       ,           ,             ,   8.0 ,   0.5 ,     0.79 ,     0.06 ,     0.05 ,     0.03 ,  101.7 ,   29.9 ,     0.80 ,  15.79 ,        ,        ,        ,  16.30 ,   0.51 , -17.60 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC021271                   , G       ,   54.67245 ,    7.55533 ,     3087 ,       32 ,     3087 ,       32 ,          ,          ,        ,        , Sab   ,      ,       ,           ,             ,   2.0 ,   2.0 ,     0.79 ,     0.20 ,     0.21 ,     0.08 ,  157.2 ,   55.5 ,     0.81 ,        ,        ,        ,        ,        ,        ,        ,          ,  12.02 , 0.068 ,        ,        ,        ,        ,        ,       ,       ,
  PGC021302                   , G       ,   66.88399 ,    7.56983 ,      213 ,       25 ,      213 ,       25 ,          ,          ,  15.65 ,   0.26 , I     ,      ,       ,           ,             ,  10.0 ,   0.5 ,     1.47 ,     0.05 ,     0.18 ,     0.07 ,        ,   56.4 ,     1.48 ,  15.13 ,        ,        ,        ,        ,        , -12.40 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC021353                   , G       ,   41.96361 ,    7.59322 ,     3099 ,        1 ,     3099 ,        2 ,     3098 ,       11 ,  16.24 ,   0.35 , Scd   ,      ,       ,           ,             ,   6.7 ,   2.7 ,     0.68 ,     0.20 ,     0.21 ,     0.08 ,   58.4 ,   52.5 ,     0.69 ,  15.63 ,  15.31 ,        ,        ,  17.33 ,   1.70 , -17.70 ,          , 13.598 , 0.153 ,  15.41 ,   0.04 , 16.964 ,        ,        ,  0.05 ,       ,
  UGC03909                    , G       ,   73.71341 ,    7.61627 ,      945 ,        2 ,      945 ,        3 ,      945 ,        5 ,  15.01 ,   0.37 , Sc    , B    ,       ,           ,             ,   5.8 ,   0.6 ,     1.21 ,     0.04 ,     0.54 ,     0.03 ,   81.8 ,   76.7 ,     1.20 ,  13.99 ,  13.16 ,        ,        ,  14.51 ,   0.52 , -17.75 ,          ,  12.91 ,   0.1 ,  13.20 ,   0.06 ,        ,        ,        ,       ,       ,
  UGC03921                    , G       ,   70.85214 ,    7.63664 ,     2487 ,        5 ,     2490 ,       15 ,     2486 ,        7 ,  16.50 ,   0.50 , Sc    ,      ,       ,           ,             ,   6.1 ,   0.4 ,     0.85 ,     0.05 ,     0.45 ,     0.02 ,   55.1 ,   71.8 ,     0.84 ,  15.59 ,        ,        ,        ,        ,        , -17.69 ,          , 13.985 , 0.153 ,        ,        ,        ,        ,        ,       ,       ,
  ESO560-004                  , G       ,  -22.04626 ,    7.65013 ,     2180 ,        4 ,     2182 ,       60 ,     2180 ,        6 ,  15.40 ,   0.50 , Sbc   ,      ,       ,           ,             ,   4.2 ,   1.6 ,     1.14 ,     0.04 ,     0.65 ,     0.04 ,   55.2 ,   87.5 ,     1.43 ,  11.04 ,  11.06 ,        ,        ,  15.52 ,   4.48 , -21.55 ,          ,  9.313 , 0.026 ,  12.53 ,   0.08 ,        ,        ,  11.58 ,       ,       ,
  PGC021494                   , G       ,   -0.76010 ,    7.65262 ,     1464 ,        4 ,          ,          ,     1464 ,        4 ,  16.50 ,   0.50 , SBm   , B    ,       ,           ,             ,   8.9 ,   0.5 ,     1.02 ,     0.15 ,     0.39 ,     0.09 ,   55.0 ,   90.0 ,     1.03 ,  15.50 ,  14.06 ,        ,        ,  14.42 ,  -1.08 , -15.95 ,          , 12.315 , 0.365 ,  14.19 ,   0.07 ,        ,        ,        ,       ,       ,
  UGC03954                    , G       ,   39.04141 ,    7.66531 ,     3190 ,        3 ,     3190 ,        4 ,     3190 ,       12 ,  17.54 ,   0.58 , I     ,      ,       , M         ,             ,   9.9 ,   0.4 ,     0.96 ,     0.14 ,     0.13 ,     0.07 ,  122.1 ,   48.0 ,     0.98 ,  17.06 ,  16.45 ,        ,        ,  16.40 ,  -0.66 , -16.32 ,          ,        ,       ,  16.55 ,   0.13 , 17.496 ,        ,        , 0.044 ,       ,
  UGC03940                    , G       ,   71.13520 ,    7.66676 ,     2458 ,        7 ,     2457 ,       60 ,     2458 ,       10 ,  16.50 ,   0.50 , I     ,      ,       ,           ,             ,   9.9 ,   0.4 ,     1.09 ,     0.09 ,     0.04 ,     0.08 ,        ,   25.9 ,     1.09 ,  16.33 ,        ,        ,        ,  16.21 ,  -0.12 , -16.61 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC022064                   , G       ,   74.57653 ,    7.88242 ,     2346 ,        8 ,     2346 ,       60 ,     2346 ,       11 ,  16.32 ,   0.50 , Sc    ,      ,       ,           ,             ,   4.6 ,   2.6 ,     0.89 ,     0.06 ,     0.47 ,     0.03 ,  177.0 ,   74.5 ,     0.89 ,  15.41 ,        ,        ,        ,  15.27 ,  -0.14 , -17.46 ,          , 13.702 , 0.278 ,        ,        ,        ,        ,        ,       ,       ,
  UGC04050                    , G       ,   72.04128 ,    7.88325 ,     2487 ,        8 ,     2498 ,       17 ,     2483 ,       11 ,  14.63 ,   0.65 , Sbc   ,      ,       ,           ,             ,   4.3 ,   2.0 ,     0.98 ,     0.05 ,     0.11 ,     0.03 ,   71.7 ,   40.5 ,     0.98 ,  14.33 ,        ,        ,        ,  15.55 ,   1.22 , -18.64 ,          , 11.958 , 0.145 ,        ,        ,        ,        ,        ,       ,       ,
  UGC04137                    , G       ,   73.04534 ,    8.03397 ,     3165 ,        8 ,     3165 ,       60 ,     3165 ,       12 ,  15.62 ,   0.32 , Sd    ,      ,       ,           , D           ,   8.0 ,   0.5 ,     1.18 ,     0.08 ,     0.12 ,     0.06 ,  154.6 ,   45.3 ,     1.19 ,  15.26 ,        ,        ,        ,  15.62 ,   0.36 , -18.20 ,          , 13.237 , 0.438 ,        ,        ,        ,        ,        ,       ,       ,
  UGC04202                    , G       ,   74.58463 ,    8.12749 ,     2333 ,       14 ,     2296 ,       15 ,     2342 ,        7 ,  16.00 ,   0.50 , Sc    ,      ,       ,           ,             ,   5.9 ,   0.4 ,     0.95 ,     0.04 ,     0.68 ,     0.03 ,  172.1 ,   83.9 ,     0.94 ,  14.66 ,        ,        ,        ,        ,        , -18.21 ,          , 13.271 , 0.135 ,        ,        ,        ,        ,        ,       ,       ,
  UGC04242                    , G       ,   72.79444 ,    8.18312 ,     3150 ,       63 ,     3150 ,       63 ,          ,          ,  14.86 ,   0.18 , Sc    ,      ,       ,           ,             ,   4.6 ,   2.6 ,     1.07 ,     0.04 ,     0.09 ,     0.03 ,  157.2 ,   37.2 ,     1.07 ,  14.57 ,        ,  -0.42 ,   0.35 ,        ,        , -18.89 ,          , 11.524 , 0.055 ,        ,        , 14.478 , 14.448 ,  13.15 , 0.177 , 0.177 ,
  UGC04378                    , G       ,   69.89970 ,    8.42479 ,     2225 ,        8 ,     2225 ,       60 ,     2225 ,       12 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,   9.8 ,   0.5 ,     0.94 ,     0.11 ,     0.67 ,     0.06 ,  145.0 ,   90.0 ,     0.93 ,  15.61 ,        ,        ,        ,  15.38 ,  -0.23 , -17.16 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC04390                    , G       ,   73.51706 ,    8.46433 ,     2169 ,        4 ,     2168 ,       60 ,     2169 ,        5 ,  15.52 ,   0.32 , Scd   , B    ,       ,           , D           ,   6.6 ,   0.7 ,     1.17 ,     0.05 ,     0.08 ,     0.03 ,   75.0 ,   34.2 ,     1.18 ,  15.23 ,        ,        ,        ,  14.76 ,  -0.48 , -17.50 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC04389                    , G       ,   73.65133 ,    8.46337 ,     2140 ,       42 ,     2140 ,       42 ,          ,          ,  15.47 ,   0.32 , Sd    ,      ,       ,           ,             ,   7.5 ,   3.0 ,     0.90 ,     0.06 ,     0.09 ,     0.04 ,  170.9 ,   39.3 ,     0.91 ,  15.18 ,        ,        ,        ,  15.64 ,   0.46 , -17.52 ,          , 12.815 , 0.135 ,        ,        ,        ,        ,        ,       ,       ,
  PGC023809                   , G       ,   73.62910 ,    8.48478 ,     2844 ,      814 ,          ,          ,     2844 ,      814 ,  16.62 ,   0.50 , SABc  , B    ,       ,           ,             ,   4.8 ,   3.0 ,     0.77 ,     0.06 ,     0.04 ,     0.03 ,        ,   25.1 ,     0.78 ,  16.42 ,        ,        ,        ,  15.61 ,  -0.81 , -16.82 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC04413                    , G       ,   73.85639 ,    8.49749 ,     2292 ,        6 ,     2270 ,       60 ,     2292 ,        7 ,  15.52 ,   0.33 , Sc    ,      ,       ,           ,             ,   6.0 ,   0.4 ,     1.19 ,     0.03 ,     0.68 ,     0.03 ,  104.6 ,   84.0 ,     1.17 ,  14.24 ,        ,        ,        ,  15.30 ,   1.07 , -18.50 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC04502                    , G       ,   73.75401 ,    8.66521 ,     3287 ,        4 ,     3286 ,       60 ,     3287 ,        5 ,  15.55 ,   0.32 , SBc   , B    ,       ,           ,             ,   5.8 ,   0.5 ,     1.01 ,     0.06 ,     0.49 ,     0.04 ,   74.0 ,   74.0 ,     1.00 ,  14.60 ,  13.78 ,        ,        ,  15.42 ,   0.81 , -18.94 ,          ,  13.74 ,   0.1 ,  13.82 ,   0.06 ,        ,        ,        ,       ,       ,
  NGC2641                     , G       ,   72.89572 ,    8.79933 ,     3123 ,       28 ,     3123 ,       28 ,          ,          ,  14.93 ,   0.32 , S0    ,      ,       ,           , C           ,  -2.0 ,   0.5 ,     1.10 ,     0.04 ,     0.09 ,     0.03 ,  177.6 ,   40.3 ,     1.14 ,  14.47 ,        ,        ,        ,        ,        , -18.96 ,          ,  9.942 , 0.078 ,        ,        ,        ,        ,        ,       ,       ,
  NGC2634A                    , G       ,   73.93931 ,    8.81060 ,     2087 ,        5 ,     2086 ,        9 ,     2088 ,       13 ,  14.23 ,   0.32 , SBbc  , B    ,       ,           ,             ,   4.0 ,   0.4 ,     1.08 ,     0.05 ,     0.51 ,     0.03 ,   67.5 ,   77.5 ,     1.07 ,  13.32 ,  13.10 ,        ,        ,  14.34 ,   1.02 , -19.34 ,          , 11.575 ,  0.12 ,  13.15 ,   0.10 ,        ,        ,  14.09 ,       ,       ,
  UGC04727                    , G       ,   60.15735 ,    9.02874 ,     3251 ,        3 ,     3252 ,        2 ,     3240 ,        6 ,  16.11 ,   0.37 , Sc    ,      ,       ,           ,             ,   5.9 ,   0.5 ,     0.67 ,     0.08 ,     0.49 ,     0.03 ,   81.2 ,   74.1 ,     0.67 ,  15.05 ,  15.26 ,        ,        ,        ,        , -18.44 ,          ,        ,       ,  15.34 ,   0.10 , 17.006 ,        ,        , 0.016 ,       ,
  PGC025939                   , G       ,   73.59408 ,    9.20416 ,     2281 ,       18 ,     2281 ,       18 ,          ,          ,  14.60 ,   0.41 , S?    ,      ,       ,           ,             ,   9.0 ,   5.0 ,          ,          ,          ,          ,  110.0 ,        ,          ,  14.47 ,        ,        ,        ,        ,        , -18.37 ,          , 11.714 , 0.099 ,        ,        ,        ,        ,        ,       ,       ,
